http://rozetka.com.ua/lenovo_pa030035ua/p8232841/,3 199,Мобильный телефон Lenovo A7000 Black (официальная гарантия)
http://rozetka.com.ua/doogge_x5_black/p7362922/,1 599,Мобильный телефон Doogee X5 Black
http://rozetka.com.ua/doogge_x5_max_white/p9195743/,1 899,Мобильный телефон Doogee X5 Max White
